Linux 3.0.101-0.15-default (axle) 	12/02/2014 	_x86_64_

04:32:36 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:33:36 AM     all     26.72      0.00      4.51      0.00      0.00     68.77
04:34:36 AM     all     16.50      0.00      3.67      0.00      0.00     79.82
04:35:36 AM     all     12.50      0.00      2.44      0.00      0.00     85.06
04:36:36 AM     all     11.02      0.00      2.61      0.00      0.00     86.36
04:37:36 AM     all      8.20      0.00      1.71      0.00      0.00     90.09
04:38:36 AM     all      5.77      0.00      0.84      0.00      0.00     93.39
04:39:36 AM     all      5.77      0.00      0.80      0.00      0.00     93.43
04:40:36 AM     all      5.75      0.00      0.86      0.00      0.00     93.39
04:41:36 AM     all      5.74      0.00      0.86      0.00      0.00     93.41
04:42:36 AM     all      5.77      0.00      0.82      0.00      0.00     93.41
04:43:36 AM     all      5.68      0.00      0.79      0.00      0.00     93.53
04:44:36 AM     all      5.70      0.00      0.82      0.00      0.00     93.48
04:45:36 AM     all      5.73      0.00      0.86      0.00      0.00     93.41
04:46:36 AM     all      5.73      0.00      0.84      0.00      0.00     93.43
04:47:36 AM     all      5.74      0.00      0.80      0.00      0.00     93.45
04:48:36 AM     all      4.27      0.00      3.12      0.00      0.00     92.61
04:49:36 AM     all      4.64      0.00      2.50      0.00      0.00     92.86
04:50:36 AM     all      5.79      0.00      0.54      0.00      0.00     93.67
04:51:36 AM     all      5.85      0.00      0.48      0.00      0.00     93.67
04:52:36 AM     all      5.97      0.00      0.35      0.00      0.00     93.68
04:53:36 AM     all      5.37      0.00      1.01      0.00      0.00     93.61
04:54:36 AM     all      5.48      0.00      0.81      0.00      0.00     93.72
04:55:36 AM     all      5.99      0.00      0.30      0.00      0.00     93.71
04:56:36 AM     all      5.94      0.00      0.35      0.00      0.00     93.71
04:57:36 AM     all      5.92      0.00      0.37      0.00      0.00     93.70
04:58:36 AM     all      5.91      0.00      0.39      0.00      0.00     93.70
04:59:36 AM     all      5.95      0.00      0.35      0.00      0.00     93.70
05:00:36 AM     all      6.20      0.00      0.10      0.00      0.00     93.70
05:01:36 AM     all      6.18      0.00      0.11      0.00      0.00     93.70
05:02:36 AM     all      6.03      0.00      0.26      0.00      0.00     93.71
05:03:36 AM     all      5.75      0.00      0.46      0.00      0.00     93.79
05:04:36 AM     all     22.93      0.00      4.21      0.00      0.00     72.86
05:05:36 AM     all     18.61      0.00      4.23      0.00      0.00     77.15
