# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1417491216;sda;2.92;3.63;141.30;49.61;0.03;9.82;0.37;0.11
axle;60;1417491276;sda;1.56;0.00;262.56;168.52;0.00;2.24;0.22;0.03
axle;60;1417491336;sda;0.77;0.00;97.72;126.78;0.00;0.17;0.17;0.01
axle;60;1417491396;sda;0.75;0.00;79.63;106.13;0.00;0.09;0.09;0.01
axle;60;1417491456;sda;0.70;0.00;78.90;112.38;0.00;1.05;0.19;0.01
axle;60;1417491516;sda;0.65;0.00;44.36;68.10;0.00;0.00;0.00;0.00
axle;60;1417491576;sda;0.49;0.00;35.74;73.66;0.00;0.28;0.28;0.01
axle;60;1417491636;sda;0.57;0.00;49.69;87.53;0.00;0.12;0.12;0.01
axle;60;1417491696;sda;0.55;0.00;43.30;78.55;0.00;0.12;0.12;0.01
axle;60;1417491756;sda;0.65;0.00;49.95;76.72;0.00;0.00;0.00;0.00
axle;60;1417491816;sda;0.55;0.00;35.07;63.52;0.00;0.48;0.12;0.01
axle;60;1417491876;sda;0.53;0.00;40.35;75.50;0.00;0.38;0.12;0.01
axle;60;1417491936;sda;0.72;0.00;58.07;80.93;0.00;0.19;0.19;0.01
axle;60;1417491996;sda;0.70;0.00;47.22;67.43;0.00;0.00;0.00;0.00
axle;60;1417492056;sda;0.60;0.00;54.06;90.00;0.00;0.00;0.00;0.00
axle;60;1417492116;sda;0.72;0.00;43.44;60.47;0.00;0.00;0.00;0.00
axle;60;1417492176;sda;0.75;0.00;63.20;84.09;0.00;0.09;0.09;0.01
axle;60;1417492236;sda;0.63;0.00;70.35;111.16;0.00;0.21;0.21;0.01
axle;60;1417492296;sda;0.70;0.00;67.58;96.57;0.00;0.00;0.00;0.00
axle;60;1417492356;sda;0.57;0.00;57.17;100.94;0.00;0.00;0.00;0.00
axle;60;1417492416;sda;0.65;0.00;53.61;82.46;0.00;0.00;0.00;0.00
axle;60;1417492476;sda;0.55;0.00;43.33;78.79;0.00;0.12;0.12;0.01
axle;60;1417492536;sda;0.67;0.00;76.58;114.80;0.00;1.80;0.30;0.02
axle;60;1417492596;sda;0.62;0.00;42.57;68.97;0.00;0.00;0.00;0.00
axle;60;1417492656;sda;0.72;0.00;65.67;91.53;0.00;0.19;0.09;0.01
axle;60;1417492716;sda;0.63;0.00;46.55;73.47;0.00;0.00;0.00;0.00
axle;60;1417492776;sda;0.75;0.00;68.35;91.02;0.00;0.18;0.09;0.01
axle;60;1417492836;sda;0.57;0.00;40.67;71.76;0.00;0.35;0.12;0.01
axle;60;1417492896;sda;0.83;0.00;67.11;80.48;0.00;0.48;0.08;0.01
axle;60;1417492956;sda;0.55;0.00;49.87;90.67;0.00;0.36;0.12;0.01
axle;60;1417493016;sda;0.55;0.00;51.03;92.61;0.00;0.48;0.12;0.01
axle;60;1417493076;sda;1.18;0.00;194.06;163.94;0.00;1.35;0.17;0.02
axle;60;1417493136;sda;1.27;0.00;184.13;145.37;0.00;0.58;0.11;0.01
