# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1417493253;41307804;223216620;84.38;442356;19355572;207926304;76.19
axle;60;1417493313;39701132;224823292;84.99;442440;20964432;207917336;76.19
axle;60;1417493373;43306248;221218176;83.63;442560;17771520;207504808;76.03
axle;60;1417493433;45997012;218527412;82.61;442600;14838952;207760916;76.13
axle;60;1417493493;45742192;218782232;82.71;442636;14840316;208031360;76.23
axle;60;1417493553;45485360;219039064;82.80;442680;14841972;208295948;76.32
axle;60;1417493613;45228820;219295604;82.90;442712;14843344;208517240;76.41
axle;60;1417493673;45207120;219317304;82.91;442744;14844988;208525776;76.41
axle;60;1417493733;45204428;219319996;82.91;442800;14846408;208525772;76.41
axle;60;1417493793;45205864;219318560;82.91;442832;14848044;208525776;76.41
axle;60;1417493853;46050924;218473500;82.59;442880;15060964;207466112;76.02
axle;60;1417493913;37473452;227050972;85.83;442936;23649276;207457048;76.02
axle;60;1417493973;24807576;239716848;90.62;442968;36316160;207457048;76.02
axle;60;1417494033;21907464;242616960;91.72;443044;36716668;209974860;76.94
axle;60;1417494093;19851580;244672844;92.50;443076;36718536;212008492;77.68
axle;60;1417494153;19632356;244892068;92.58;443124;36720424;212221732;77.76
axle;60;1417494213;19631304;244893120;92.58;443148;36721960;212221732;77.76
axle;60;1417494273;23884852;240639572;90.97;443200;37192240;207505304;76.03
axle;60;1417494333;23759076;240765348;91.02;443252;37362020;207459320;76.02
axle;60;1417494393;23757304;240767120;91.02;443292;37363632;207459320;76.02
axle;60;1417494453;23191624;241332800;91.23;443340;37365592;208026060;76.23
axle;60;1417494513;23091776;241432648;91.27;443384;37715624;207778200;76.13
axle;60;1417494573;21303684;243220740;91.95;443420;39348324;207927996;76.19
axle;60;1417494633;20360636;244163788;92.30;443484;40267140;207959256;76.20
axle;60;1417494693;19646036;244878388;92.57;443564;41475668;207456304;76.02
axle;60;1417494753;14855828;249668596;94.38;443604;46175992;207572200;76.06
axle;60;1417494813;14909332;249615092;94.36;443672;46177404;207499076;76.03
axle;60;1417494873;14876312;249648112;94.38;443704;46179276;207534624;76.05
axle;60;1417494933;14958152;249566272;94.35;443768;46180956;207455996;76.02
axle;60;1417494993;14958176;249566248;94.35;443792;46182308;207456000;76.02
axle;60;1417495053;14956276;249568148;94.35;443832;46183924;207456000;76.02
axle;60;1417495113;14949720;249574704;94.35;443876;46185292;207456000;76.02
axle;60;1417495173;14937744;249586680;94.35;443916;46186912;207456000;76.02
axle;60;1417495233;13827440;250696984;94.77;443968;46188740;208579188;76.43
axle;60;1417495293;14937184;249587240;94.35;444020;46190376;207461548;76.02
axle;60;1417495353;14875908;249648516;94.38;444068;46192012;207524484;76.04
axle;60;1417495413;14641060;249883364;94.47;444116;46193420;207745204;76.12
axle;60;1417495473;14933868;249590556;94.35;444164;46195076;207467348;76.02
axle;60;1417495533;14861752;249662672;94.38;444228;46196716;207529828;76.04
axle;60;1417495593;14945732;249578692;94.35;444268;46197676;207457728;76.02
axle;60;1417495653;14931352;249593072;94.36;444296;46197688;207457728;76.02
