Linux 3.0.101-0.15-default (axle) 	12/02/2014 	_x86_64_

05:50:00 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:51:00 AM     all     50.51      0.00     17.01      0.02      0.00     32.46
05:52:00 AM     all     57.56      0.00     10.19      0.00      0.00     32.25
05:53:00 AM     all     56.08      0.00     12.27      0.00      0.00     31.65
05:54:00 AM     all     54.14      0.00     13.97      0.00      0.00     31.89
05:55:00 AM     all     51.33      0.00     17.35      0.00      0.00     31.32
05:56:00 AM     all     51.87      0.00     15.93      0.00      0.00     32.20
05:57:00 AM     all     55.49      0.00     13.06      0.00      0.00     31.46
05:58:00 AM     all     55.80      0.00     12.93      0.00      0.00     31.27
05:59:00 AM     all     51.51      0.00     18.42      0.00      0.00     30.07
06:00:00 AM     all     52.48      0.00     16.54      0.00      0.00     30.97
06:01:00 AM     all     53.15      0.00     16.61      0.00      0.00     30.24
06:02:00 AM     all     53.44      0.00     15.63      0.00      0.00     30.93
06:03:00 AM     all     51.60      0.00     18.58      0.01      0.00     29.81
06:04:00 AM     all     52.68      0.00     16.54      0.00      0.00     30.78
06:05:00 AM     all     50.73      0.00     18.83      0.00      0.00     30.44
06:06:00 AM     all     50.93      0.00     17.98      0.00      0.00     31.09
06:07:00 AM     all     51.23      0.00     18.90      0.00      0.00     29.87
06:08:00 AM     all     50.48      0.00     18.71      0.00      0.00     30.81
06:09:00 AM     all     53.66      0.00     16.32      0.00      0.00     30.03
06:10:00 AM     all     53.40      0.00     15.79      0.00      0.00     30.81
06:11:00 AM     all     50.12      0.00     13.15      0.00      0.00     36.73
06:12:00 AM     all     48.39      0.00     14.47      0.00      0.00     37.14
06:13:00 AM     all     49.97      0.00     12.84      0.00      0.00     37.19
06:14:00 AM     all     49.50      0.00     13.06      0.00      0.00     37.43
06:15:00 AM     all     47.63      0.00     14.51      0.00      0.00     37.86
06:16:00 AM     all     46.35      0.00     16.22      0.00      0.00     37.43
06:17:00 AM     all     48.33      0.00     14.74      0.00      0.00     36.93
06:18:00 AM     all     46.29      0.00     16.74      0.00      0.00     36.97
06:19:00 AM     all     49.13      0.00     13.77      0.00      0.00     37.10
06:20:00 AM     all     47.52      0.00     15.43      0.00      0.00     37.05
06:21:00 AM     all     48.92      0.00     13.85      0.00      0.00     37.23
06:22:00 AM     all     51.60      0.00     11.06      0.00      0.00     37.34
06:23:00 AM     all     49.97      0.00     12.71      0.00      0.00     37.31
06:24:00 AM     all     49.33      0.00     13.49      0.00      0.00     37.18
06:25:00 AM     all     48.73      0.00     14.21      0.00      0.00     37.06
06:26:00 AM     all     47.79      0.00     15.01      0.00      0.00     37.20
06:27:00 AM     all     47.49      0.00     15.50      0.00      0.00     37.01
06:28:00 AM     all     46.10      0.00     14.70      0.01      0.00     39.19
06:29:00 AM     all     13.03      0.00      4.33      0.01      0.00     82.63
